inter_id,source,target,interaction,tissue_dataset,tau_source,tau_target,inter_tau,pairs_type,network_type,metastasis_dataset,signal,value,stat,pval,pval_corr,cancer_entropy,metastasis_entropy,is_curated
5022,PF4,CCR4,7300.0,consensus,0.899,0.782,0.899,frequency,genecalls,autopsy,1.0,9270.0,MWU_ratio,0.0003358772223391,0.0021809392992452,2.3164404756180965,2.198341900178948,no
5022,PF4,CCR4,7300.0,consensus,0.899,0.782,0.899,frequency,genecalls,hcmdb,1.0,3405.0,MWU_ratio,0.0001623208357354,0.0024506487151271,2.1767324865575537,1.8909398784698697,no
4982,CCL3L3,CCR4,1220.0,consensus,0.889,0.782,0.889,frequency,genecalls,autopsy,1.0,6936.0,MWU_ratio,0.0005737473671378,0.0034184467101101,2.088163244295368,1.9524354253571243,yes
4982,CCL3L3,CCR4,1220.0,consensus,0.889,0.782,0.889,frequency,genecalls,hcmdb,1.0,1993.0,MWU_ratio,0.0045119364155371,0.0290956329984331,1.915933286693695,1.6476211145688595,yes
4985,CCL8,CCR4,1335.0,consensus,0.579,0.782,0.782,frequency,genecalls,autopsy,1.0,14164.0,MWU_ratio,0.0007498471701514,0.0041994346036561,3.0563231813887506,2.947710590387509,no
4985,CCL8,CCR4,1335.0,consensus,0.579,0.782,0.782,frequency,genecalls,hcmdb,1.0,4135.0,MWU_ratio,0.0022093215611134,0.0175999438227607,2.809230699490314,2.539655946313939,no
4986,CCL4,CCR4,1239.0,consensus,0.587,0.782,0.782,frequency,genecalls,autopsy,1.0,19017.0,MWU_ratio,5.92041872361607e-06,7.987501155111884e-05,3.019647796689073,2.9075502352239866,no
4986,CCL4,CCR4,1239.0,consensus,0.587,0.782,0.782,frequency,genecalls,hcmdb,1.0,4125.0,MWU_ratio,0.0022742564672964,0.0179007325573029,2.738382457555624,2.619495847520226,no
4993,CCL14,CCR4,855.0,consensus,0.539,0.782,0.782,frequency,genecalls,autopsy,1.0,13220.0,MWU_ratio,0.0015985702294879,0.0077429350869947,3.085850241187193,2.9808061857852888,no
4993,CCL14,CCR4,855.0,consensus,0.539,0.782,0.782,frequency,genecalls,hcmdb,1.0,4438.0,MWU_ratio,0.0010252986697927,0.0099265832986324,2.807638151515481,2.5376470741747896,no
4994,CCL15,CCR4,873.0,consensus,0.862,0.782,0.862,frequency,genecalls,autopsy,1.0,8834.0,MWU_ratio,0.0083951197654234,0.0294015599374436,2.537425734111981,2.551075757972846,no
4994,CCL15,CCR4,873.0,consensus,0.862,0.782,0.862,frequency,genecalls,hcmdb,1.0,2905.0,MWU_ratio,0.0069857688374816,0.0389316223444472,2.3659923052012206,2.289153011347712,no
4996,CCL3,CCR4,1201.0,consensus,0.797,0.782,0.797,frequency,genecalls,autopsy,1.0,13027.0,MWU_ratio,0.0018649124629004,0.0087686263499517,2.977747911347641,2.9199677365832573,yes
4996,CCL3,CCR4,1201.0,consensus,0.797,0.782,0.797,frequency,genecalls,hcmdb,1.0,4929.0,MWU_ratio,0.0001766533415842,0.0026303743267503,2.650300823856078,2.5078502380033205,yes
5001,CCL24,CCR4,1096.0,consensus,0.771,0.782,0.782,frequency,genecalls,autopsy,1.0,10562.0,MWU_ratio,0.0008274944390383,0.0045606825023235,2.463604079031372,2.445706626468513,no
5001,CCL24,CCR4,1096.0,consensus,0.771,0.782,0.782,frequency,genecalls,hcmdb,1.0,3045.0,MWU_ratio,0.0040198010993706,0.0269337582785397,2.2910794537046937,2.1615810410867144,no
5003,CCL17,CCR4,915.0,consensus,0.81,0.782,0.81,frequency,genecalls,autopsy,1.0,10950.0,MWU_ratio,0.0016083700000823,0.0077860545483894,2.554505097991844,2.47786013146493,yes
5003,CCL17,CCR4,915.0,consensus,0.81,0.782,0.81,frequency,genecalls,hcmdb,1.0,3037.0,MWU_ratio,0.0060206285823745,0.0350872678512827,2.285679820164871,2.1898210376898977,yes
5017,XCL1,CCR4,9805.0,consensus,0.732,0.782,0.782,frequency,genecalls,autopsy,1.0,8957.0,MWU_ratio,0.0152665756139242,0.0485119206779459,2.6974565365092382,2.5462314844953675,no
5017,XCL1,CCR4,9805.0,consensus,0.732,0.782,0.782,frequency,genecalls,hcmdb,1.0,4981.0,MWU_ratio,1.190573235452025e-05,0.0003934322351086,2.3860624417003864,2.1803266416001352,no
5018,XCL2,CCR4,9823.0,consensus,0.732,0.782,0.782,frequency,genecalls,autopsy,1.0,10080.0,MWU_ratio,0.0067604688063019,0.024808403931755,2.69755370894226,2.54584147607042,no
5018,XCL2,CCR4,9823.0,consensus,0.732,0.782,0.782,frequency,genecalls,hcmdb,1.0,3715.0,MWU_ratio,0.0012054446063182,0.0111172168067055,2.384065233645241,2.1818620758618392,no
5025,CXCL14,CCR4,2895.0,consensus,0.408,0.782,0.782,frequency,genecalls,autopsy,1.0,11347.0,MWU_ratio,0.0063889767162742,0.0237465180007192,3.116683420281144,3.0148321411485104,no
5025,CXCL14,CCR4,2895.0,consensus,0.408,0.782,0.782,frequency,genecalls,hcmdb,1.0,3580.0,MWU_ratio,0.0077711534141178,0.0418031132754468,2.8683735989441503,2.7038785729654635,no
5074,CXCL16,CCR1,2910.0,consensus,0.33,0.559,0.559,frequency,genecalls,autopsy,1.0,17674.0,MWU_ratio,1.5508360253928615e-05,0.0001751758140661,3.140281032571772,3.0412965726617465,no
5074,CXCL16,CCR1,2910.0,consensus,0.33,0.559,0.559,frequency,genecalls,hcmdb,1.0,4203.0,MWU_ratio,0.0007174965129041,0.0077625777538413,2.973410584131243,2.699112025702449,no
5077,CXCL9,CCR1,3058.0,consensus,0.742,0.559,0.742,frequency,genecalls,autopsy,1.0,18298.0,MWU_ratio,7.679863001525431e-06,9.870046153812314e-05,3.140281032571772,3.0412965726617465,no
5077,CXCL9,CCR1,3058.0,consensus,0.742,0.559,0.742,frequency,genecalls,hcmdb,1.0,4167.0,MWU_ratio,0.0010967810872454,0.0103369792306533,2.922687117282411,2.707209670227265,no
5078,CCL5,CCR1,1277.0,consensus,0.477,0.559,0.559,frequency,genecalls,autopsy,1.0,17280.0,MWU_ratio,2.0279451704681512e-05,0.0002190837403961,3.131637143850628,3.0828760020898685,yes
5078,CCL5,CCR1,1277.0,consensus,0.477,0.559,0.559,frequency,genecalls,hcmdb,1.0,3612.0,MWU_ratio,0.0029116045456774,0.0218647876887697,2.9662289890933824,2.7543675104887897,yes
5081,CXCL10,CCR1,2782.0,consensus,0.587,0.559,0.587,frequency,genecalls,autopsy,1.0,15493.0,MWU_ratio,0.0002119133168638,0.0014994682086406,3.0746434983073065,2.9691694088166405,no
5081,CXCL10,CCR1,2782.0,consensus,0.587,0.559,0.587,frequency,genecalls,hcmdb,1.0,4787.0,MWU_ratio,0.0003678308689444,0.0045931157208532,2.8234259604553,2.5983023956330937,no
5083,CXCL11,CCR1,2808.0,consensus,0.627,0.559,0.627,frequency,genecalls,autopsy,1.0,19632.0,MWU_ratio,2.375904833798483e-06,3.5782941724308754e-05,2.910694546941939,2.850739737944199,no
5083,CXCL11,CCR1,2808.0,consensus,0.627,0.559,0.627,frequency,genecalls,hcmdb,1.0,5044.0,MWU_ratio,0.0001964662579852,0.0028282003184381,2.76750271137388,2.5356607420891635,no
5084,CXCL12,CCR1,2832.0,consensus,0.288,0.559,0.559,frequency,genecalls,autopsy,1.0,16260.0,MWU_ratio,5.108778557213054e-05,0.0004709740062042,3.17051914982436,3.074429957214127,no
5084,CXCL12,CCR1,2832.0,consensus,0.288,0.559,0.559,frequency,genecalls,hcmdb,1.0,3198.0,MWU_ratio,0.0063226539201487,0.0361660246143241,3.0151668882380047,2.7465413082104617,no
5085,CCL19,CCR1,951.0,consensus,0.591,0.559,0.591,frequency,genecalls,autopsy,1.0,19642.0,MWU_ratio,1.5665779276061453e-06,2.466436210886263e-05,3.140281032571772,3.0412965726617465,no
5085,CCL19,CCR1,951.0,consensus,0.591,0.559,0.591,frequency,genecalls,hcmdb,1.0,4228.0,MWU_ratio,0.0006666716326673,0.0073503516141155,2.9734105841312437,2.699112025702449,no
5086,CCL21,CCR1,1023.0,consensus,0.632,0.559,0.632,frequency,genecalls,autopsy,1.0,18298.0,MWU_ratio,7.679863001525431e-06,9.870046153812314e-05,3.140281032571772,3.0412965726617465,no
5086,CCL21,CCR1,1023.0,consensus,0.632,0.559,0.632,frequency,genecalls,hcmdb,1.0,4167.0,MWU_ratio,0.0010967810872454,0.0103369792306533,2.922687117282411,2.707209670227265,no
5090,CCL23,CCR1,1069.0,consensus,0.654,0.559,0.654,frequency,genecalls,autopsy,1.0,17310.0,MWU_ratio,3.798692530086664e-05,0.0003736242369444,3.049036727383075,2.8823509926855038,yes
5090,CCL23,CCR1,1069.0,consensus,0.654,0.559,0.654,frequency,genecalls,hcmdb,1.0,4554.0,MWU_ratio,0.0007659408992251,0.0082047513383,2.7640825876707904,2.6061813330783425,yes
5100,CCL20,CCR1,1000.0,consensus,0.684,0.559,0.684,frequency,genecalls,autopsy,1.0,19244.0,MWU_ratio,5.957948861365817e-07,1.032638706622178e-05,2.7677713724982747,2.5514439616165774,no
5100,CCL20,CCR1,1000.0,consensus,0.684,0.559,0.684,frequency,genecalls,hcmdb,1.0,3566.0,MWU_ratio,0.0056961937300183,0.0336032776476096,2.4840719219802736,2.393424443326985,no
5102,CXCL6,CCR1,3001.0,consensus,0.798,0.559,0.798,frequency,genecalls,autopsy,1.0,14881.0,MWU_ratio,0.0002031178400539,0.0014425588045302,2.819183145362584,2.6857602306268418,no
5102,CXCL6,CCR1,3001.0,consensus,0.798,0.559,0.798,frequency,genecalls,hcmdb,1.0,4058.0,MWU_ratio,0.001987547149416,0.0161880484932697,2.5625518532678337,2.3915709580933773,no
5104,CXCL1,CCR1,2759.0,consensus,0.603,0.559,0.603,frequency,genecalls,autopsy,1.0,19044.0,MWU_ratio,3.799464450427967e-06,5.39536178483239e-05,3.099881452867288,3.049617743105077,no
5104,CXCL1,CCR1,2759.0,consensus,0.603,0.559,0.603,frequency,genecalls,hcmdb,1.0,3463.0,MWU_ratio,0.0055690638132023,0.0332150770854859,2.914880043082511,2.762362929160716,no
5105,CXCL2,CCR1,2934.0,consensus,0.606,0.559,0.606,frequency,genecalls,autopsy,1.0,16260.0,MWU_ratio,5.108778557213054e-05,0.0004709740062042,3.17051914982436,3.074429957214127,no
5105,CXCL2,CCR1,2934.0,consensus,0.606,0.559,0.606,frequency,genecalls,hcmdb,1.0,3198.0,MWU_ratio,0.0063226539201487,0.0361660246143241,3.0151668882380047,2.7465413082104617,no
5107,CXCL3,CCR1,2957.0,consensus,0.682,0.559,0.682,frequency,genecalls,autopsy,1.0,24733.0,MWU_ratio,2.7239237601871637e-09,9.644913722295367e-08,2.9692042042775992,2.789417368672273,no
5107,CXCL3,CCR1,2957.0,consensus,0.682,0.559,0.682,frequency,genecalls,hcmdb,1.0,3494.0,MWU_ratio,0.0097687270799093,0.0495352772817401,2.76276744834522,2.6049847109910886,no
5108,CXCL5,CCR1,2979.0,consensus,0.799,0.559,0.799,frequency,genecalls,autopsy,1.0,16220.0,MWU_ratio,1.947074775031802e-05,0.0002114001711314,2.70066062627556,2.6260692428894417,no
5108,CXCL5,CCR1,2979.0,consensus,0.799,0.559,0.799,frequency,genecalls,hcmdb,1.0,4733.0,MWU_ratio,0.0003168746787631,0.0041860436302463,2.5608556191278047,2.46733370308418,no
5073,CCL2,CCR1,975.0,consensus,0.406,0.559,0.559,frequency,genecalls,autopsy,1.0,16260.0,MWU_ratio,5.108778557213054e-05,0.0004709740062042,3.17051914982436,3.074429957214127,yes
5073,CCL2,CCR1,975.0,consensus,0.406,0.559,0.559,frequency,genecalls,hcmdb,1.0,3198.0,MWU_ratio,0.0063226539201487,0.0361660246143241,3.0151668882380047,2.7465413082104617,yes
5095,CCL11,CCR1,810.0,consensus,0.764,0.559,0.764,frequency,genecalls,autopsy,1.0,14540.0,MWU_ratio,0.0003010004053397,0.0019978412519677,2.8157546834503675,2.7505047369301825,no
5095,CCL11,CCR1,810.0,consensus,0.764,0.559,0.764,frequency,genecalls,hcmdb,1.0,3482.0,MWU_ratio,0.0071593976681885,0.0395684567554346,2.554237278336472,2.3884215485281377,no
5099,CCL22,CCR1,1047.0,consensus,0.783,0.559,0.783,frequency,genecalls,autopsy,1.0,17055.0,MWU_ratio,3.5056732873844047e-06,5.051780027916896e-05,2.6334198611542607,2.557398249195725,no
5099,CCL22,CCR1,1047.0,consensus,0.783,0.559,0.783,frequency,genecalls,hcmdb,1.0,3504.0,MWU_ratio,0.0063801470684796,0.0362322113338428,2.4678386884726007,2.474799249514262,no
5111,CX3CL1,CCR1,2734.0,consensus,0.396,0.559,0.559,frequency,genecalls,autopsy,1.0,16260.0,MWU_ratio,5.108778557213054e-05,0.0004709740062042,3.17051914982436,3.074429957214127,no
5111,CX3CL1,CCR1,2734.0,consensus,0.396,0.559,0.559,frequency,genecalls,hcmdb,1.0,3198.0,MWU_ratio,0.0063226539201487,0.0361660246143241,3.0151668882380047,2.7465413082104617,no
5079,CCL8,CCR1,1331.0,consensus,0.579,0.559,0.579,frequency,genecalls,autopsy,1.0,17296.0,MWU_ratio,3.858509030710952e-05,0.0003777130628967,3.0468097143793136,2.880233984743197,yes
5079,CCL8,CCR1,1331.0,consensus,0.579,0.559,0.579,frequency,genecalls,hcmdb,1.0,3721.0,MWU_ratio,0.0058397881086027,0.0341943268575344,2.827747173211864,2.5304120600046422,yes
5080,CCL4,CCR1,1235.0,consensus,0.587,0.559,0.587,frequency,genecalls,autopsy,1.0,22857.0,MWU_ratio,4.9889935032952336e-08,1.118333815015146e-06,3.0083795592173592,2.8355456752198656,yes
5080,CCL4,CCR1,1235.0,consensus,0.587,0.559,0.587,frequency,genecalls,hcmdb,1.0,4346.0,MWU_ratio,0.0012964740351379,0.0117523472683107,2.7624861223650785,2.6036373959911607,yes
5088,CCL14,CCR1,851.0,consensus,0.539,0.559,0.559,frequency,genecalls,autopsy,1.0,19092.0,MWU_ratio,3.1512833488478846e-06,4.602253038931886e-05,3.141859643180083,3.04282100878562,yes
5088,CCL14,CCR1,851.0,consensus,0.539,0.559,0.559,frequency,genecalls,hcmdb,1.0,4398.0,MWU_ratio,0.0006177915189472,0.0068726332518567,2.9241750381599205,2.708964651197818,yes
5091,CCL3,CCR1,1197.0,consensus,0.797,0.559,0.797,frequency,genecalls,autopsy,1.0,16971.0,MWU_ratio,5.370428471294968e-05,0.0004832828525776,2.9959353514322777,2.939812587866045,yes
5091,CCL3,CCR1,1197.0,consensus,0.797,0.559,0.797,frequency,genecalls,hcmdb,1.0,4645.0,MWU_ratio,0.000605105581621,0.0067666216703215,2.700101852706843,2.611270086318477,yes
5094,CCL13,CCR1,831.0,consensus,0.671,0.559,0.671,frequency,genecalls,autopsy,1.0,15391.0,MWU_ratio,0.0002494255671573,0.0017108694156053,3.049167710223294,2.88303524519756,yes
5094,CCL13,CCR1,831.0,consensus,0.671,0.559,0.671,frequency,genecalls,hcmdb,1.0,5460.0,MWU_ratio,5.4478921961176216e-05,0.0011321686755768,2.8262764494650368,2.5327729453861028,yes
5098,CCL17,CCR1,911.0,consensus,0.81,0.559,0.81,frequency,genecalls,autopsy,1.0,18034.0,MWU_ratio,9.342078874622752e-07,1.5348964817680375e-05,2.6932176324592745,2.5538960311680023,no
5098,CCL17,CCR1,911.0,consensus,0.81,0.559,0.81,frequency,genecalls,hcmdb,1.0,4141.0,MWU_ratio,0.0010319896410422,0.0099701474127889,2.450506851449586,2.468882963392547,no
5113,XCL1,CCR1,9801.0,consensus,0.732,0.559,0.732,frequency,genecalls,autopsy,1.0,14334.0,MWU_ratio,0.0001322894554107,0.0010164845223098,2.70241013943604,2.554700370957003,no
5113,XCL1,CCR1,9801.0,consensus,0.732,0.559,0.732,frequency,genecalls,hcmdb,1.0,4170.0,MWU_ratio,0.0007379830562386,0.0079445480315077,2.385542248181067,2.389337897710552,no
5164,PF4,CCR10,7297.0,consensus,0.899,0.657,0.899,frequency,genecalls,autopsy,1.0,12191.0,MWU_ratio,0.0004611027572718,0.0028309033399383,2.6707846380131173,2.7443588239387515,no
5164,PF4,CCR10,7297.0,consensus,0.899,0.657,0.899,frequency,genecalls,hcmdb,1.0,3107.0,MWU_ratio,0.0097069393344275,0.049365089807675,2.6455935454806,2.3650999999630877,no
5143,CCL24,CCR10,1093.0,consensus,0.771,0.657,0.771,frequency,genecalls,autopsy,1.0,13580.0,MWU_ratio,0.0006409962380221,0.0037395039440764,2.821049808876624,2.905368663951963,no
5143,CCL24,CCR10,1093.0,consensus,0.771,0.657,0.771,frequency,genecalls,hcmdb,1.0,3379.0,MWU_ratio,0.0090605171013524,0.0467093641881736,2.6409493228983294,2.517751375191254,no
5232,CXCL11,CXCR1,2819.0,consensus,0.627,0.81,0.81,frequency,genecalls,autopsy,1.0,15004.0,MWU_ratio,0.0002239872766956,0.001568272498252,2.884187592532668,2.773800676121096,no
5232,CXCL11,CXCR1,2819.0,consensus,0.627,0.81,0.81,frequency,genecalls,hcmdb,1.0,4314.0,MWU_ratio,0.0011647584017908,0.0108186455626142,2.72335642292044,2.4355883591989063,no
5256,CXCL5,CXCR1,2990.0,consensus,0.799,0.81,0.81,frequency,genecalls,autopsy,1.0,11338.0,MWU_ratio,0.0016180639637435,0.0078198913011002,2.6223261675725857,2.550063383137737,yes
5256,CXCL5,CXCR1,2990.0,consensus,0.799,0.81,0.81,frequency,genecalls,hcmdb,1.0,4285.0,MWU_ratio,0.0005434306943239,0.0062402931773508,2.5453718680455206,2.2807243938980952,yes
5240,CCL3,CXCR1,1208.0,consensus,0.797,0.81,0.81,frequency,genecalls,autopsy,1.0,11149.0,MWU_ratio,0.0068510961926828,0.0250588549511379,2.923157193785199,2.819932378869458,no
5240,CCL3,CXCR1,1208.0,consensus,0.797,0.81,0.81,frequency,genecalls,hcmdb,1.0,3912.0,MWU_ratio,0.002698867316575,0.0206976851021583,2.6706891019477603,2.3584535088664444,no
5243,CCL13,CXCR1,842.0,consensus,0.671,0.81,0.81,frequency,genecalls,autopsy,1.0,14126.0,MWU_ratio,0.0007424281140977,0.0041659533569195,3.047993428348429,2.905302686242753,no
5243,CCL13,CXCR1,842.0,consensus,0.671,0.81,0.81,frequency,genecalls,hcmdb,1.0,3924.0,MWU_ratio,0.0035022098029069,0.0247854687769813,2.831671372396268,2.506531115680553,no
5247,CCL17,CXCR1,922.0,consensus,0.81,0.81,0.81,frequency,genecalls,autopsy,1.0,15526.0,MWU_ratio,1.0160297799249418e-05,0.0001236193315687,2.692801167202977,2.466925176575525,no
5247,CCL17,CXCR1,922.0,consensus,0.81,0.81,0.81,frequency,genecalls,hcmdb,1.0,3720.0,MWU_ratio,0.0015551780933826,0.0134234794394956,2.456057216254653,2.2902760903126578,no
5261,XCL1,CXCR1,9812.0,consensus,0.732,0.81,0.81,frequency,genecalls,autopsy,1.0,11081.0,MWU_ratio,0.0026338807027342,0.011723404359271,2.755787264643488,2.539200092007754,no
5261,XCL1,CXCR1,9812.0,consensus,0.732,0.81,0.81,frequency,genecalls,hcmdb,1.0,3585.0,MWU_ratio,0.0021181325474745,0.0170133847829585,2.475953260827209,2.182332603937426,no
5270,CXCL16,CXCR3,2923.0,consensus,0.33,0.802,0.802,frequency,genecalls,autopsy,1.0,10731.0,MWU_ratio,0.0100725874203273,0.034279990534068,3.0066322430757584,2.947275989403599,no
5270,CXCL16,CXCR3,2923.0,consensus,0.33,0.802,0.802,frequency,genecalls,hcmdb,1.0,4670.0,MWU_ratio,0.000515570765686,0.0059731768120787,2.8443216945710788,2.549002902829683,no
5272,CXCL9,CXCR3,3071.0,consensus,0.742,0.802,0.802,frequency,genecalls,autopsy,1.0,11170.0,MWU_ratio,0.0073928272304182,0.0265450232714726,3.0066322430757584,2.947275989403599,yes
5272,CXCL9,CXCR3,3071.0,consensus,0.742,0.802,0.802,frequency,genecalls,hcmdb,1.0,5208.0,MWU_ratio,9.334440454765202e-05,0.0016418994204988,2.809752636845668,2.5020196508658903,yes
5273,CCL5,CXCR3,1294.0,consensus,0.477,0.802,0.802,frequency,genecalls,autopsy,1.0,10521.0,MWU_ratio,0.0118585471026066,0.0392494834472004,2.992583807740248,2.991016633436504,yes
5273,CCL5,CXCR3,1294.0,consensus,0.477,0.802,0.802,frequency,genecalls,hcmdb,1.0,4666.0,MWU_ratio,0.0005427369890682,0.0062402931773508,2.826173475424878,2.6089299613948507,yes
5277,CXCL11,CXCR3,2821.0,consensus,0.627,0.802,0.802,frequency,genecalls,autopsy,1.0,12908.0,MWU_ratio,0.0009683296749988,0.0051981806501327,2.808855530775712,2.779746566240572,yes
5277,CXCL11,CXCR3,2821.0,consensus,0.627,0.802,0.802,frequency,genecalls,hcmdb,1.0,5187.0,MWU_ratio,4.829860125987734e-05,0.001024644369719,2.6772769607380704,2.417847660060664,yes
5279,CCL19,CXCR3,965.0,consensus,0.591,0.802,0.802,frequency,genecalls,autopsy,1.0,12568.0,MWU_ratio,0.0025792402044012,0.0115298558671245,3.0066322430757584,2.947275989403599,yes
5279,CCL19,CXCR3,965.0,consensus,0.591,0.802,0.802,frequency,genecalls,hcmdb,1.0,5051.0,MWU_ratio,0.0001727201264213,0.0025806769233913,2.8443216945710788,2.549002902829683,yes
5280,CCL21,CXCR3,1037.0,consensus,0.632,0.802,0.802,frequency,genecalls,autopsy,1.0,11170.0,MWU_ratio,0.0073928272304182,0.0265450232714726,3.0066322430757584,2.947275989403599,yes
5280,CCL21,CXCR3,1037.0,consensus,0.632,0.802,0.802,frequency,genecalls,hcmdb,1.0,5208.0,MWU_ratio,9.334440454765202e-05,0.0016418994204988,2.809752636845668,2.5020196508658903,yes
5284,CCL23,CXCR3,1082.0,consensus,0.654,0.802,0.802,frequency,genecalls,autopsy,1.0,11333.0,MWU_ratio,0.004889125654032,0.0191741252480685,2.942147101836231,2.797894324088555,no
5284,CCL23,CXCR3,1082.0,consensus,0.654,0.802,0.802,frequency,genecalls,hcmdb,1.0,5210.0,MWU_ratio,4.2997654471030825e-05,0.001010168859545,2.6813310586808843,2.421513822819985,no
5294,CCL20,CXCR3,1013.0,consensus,0.684,0.802,0.802,frequency,genecalls,autopsy,1.0,13910.0,MWU_ratio,9.056203012336076e-05,0.000741856101341,2.707174390597041,2.490919830225573,yes
5294,CCL20,CXCR3,1013.0,consensus,0.684,0.802,0.802,frequency,genecalls,hcmdb,1.0,4440.0,MWU_ratio,0.000109018655828,0.0018168378296258,2.438198998509008,2.2270143446547004,yes
5298,CXCL1,CXCR3,2772.0,consensus,0.603,0.802,0.802,frequency,genecalls,autopsy,1.0,11709.0,MWU_ratio,0.0048704376335179,0.0191094737543047,2.9656299819470098,2.960012002009325,no
5298,CXCL1,CXCR3,2772.0,consensus,0.603,0.802,0.802,frequency,genecalls,hcmdb,1.0,4410.0,MWU_ratio,0.0010411643457307,0.0100252558001136,2.7733925850843826,2.6256237387359893,no
5300,CXCL3,CXCR3,2970.0,consensus,0.682,0.802,0.802,frequency,genecalls,autopsy,1.0,16138.0,MWU_ratio,3.519615917369828e-05,0.0003533076177549,2.8764332458537734,2.7120970613968653,no
5300,CXCL3,CXCR3,2970.0,consensus,0.682,0.802,0.802,frequency,genecalls,hcmdb,1.0,3491.0,MWU_ratio,0.0063557939682284,0.0361660246143241,2.6740869490928336,2.415469948698321,no
5310,CCL28,CXCR3,1189.0,consensus,0.759,0.802,0.802,frequency,genecalls,autopsy,1.0,8707.0,MWU_ratio,0.0068280009964483,0.0250033383892735,2.6046441637876154,2.455091289401211,no
5310,CCL28,CXCR3,1189.0,consensus,0.759,0.802,0.802,frequency,genecalls,hcmdb,1.0,2970.0,MWU_ratio,0.0042686724184865,0.0281524468634733,2.371726972319298,2.163316021942233,no
5293,CCL22,CXCR3,1061.0,consensus,0.783,0.802,0.802,frequency,genecalls,autopsy,1.0,8772.0,MWU_ratio,0.0064240105345729,0.0238358816883746,2.5304063054253643,2.3614920983826826,no
5293,CCL22,CXCR3,1061.0,consensus,0.783,0.802,0.802,frequency,genecalls,hcmdb,1.0,3172.0,MWU_ratio,0.0022731188045373,0.0179007325573029,2.282438810724261,2.0381289957794406,no
5274,CCL8,CXCR3,1344.0,consensus,0.579,0.802,0.802,frequency,genecalls,autopsy,1.0,11930.0,MWU_ratio,0.0031412981749495,0.0135172428907177,2.936112183645105,2.7917038015947337,no
5274,CCL8,CXCR3,1344.0,consensus,0.579,0.802,0.802,frequency,genecalls,hcmdb,1.0,4702.0,MWU_ratio,0.0002444917202457,0.0034063749962206,2.7507672822908824,2.319918898040369,no
5275,CCL4,CXCR3,1249.0,consensus,0.587,0.802,0.802,frequency,genecalls,autopsy,1.0,14997.0,MWU_ratio,0.0001662712821945,0.0012477537829042,2.904350063268356,2.750279194084002,no
5275,CCL4,CXCR3,1249.0,consensus,0.587,0.802,0.802,frequency,genecalls,hcmdb,1.0,4420.0,MWU_ratio,0.0005648985642651,0.0064413302077912,2.671025149582,2.412066117202573,no
5282,CCL14,CXCR3,864.0,consensus,0.539,0.802,0.802,frequency,genecalls,autopsy,1.0,11964.0,MWU_ratio,0.0040854525853569,0.0166625769525016,3.010424245455745,2.951293131909954,no
5282,CCL14,CXCR3,864.0,consensus,0.539,0.802,0.802,frequency,genecalls,hcmdb,1.0,5362.0,MWU_ratio,5.536348425837141e-05,0.0011450595574774,2.816373523951684,2.507952978537361,no
5292,CCL17,CXCR3,924.0,consensus,0.81,0.802,0.81,frequency,genecalls,autopsy,1.0,10644.0,MWU_ratio,0.0011565837540235,0.0059660036081885,2.5946977116234518,2.4483899202604373,no
5292,CCL17,CXCR3,924.0,consensus,0.81,0.802,0.81,frequency,genecalls,hcmdb,1.0,3964.0,MWU_ratio,0.0001803464778466,0.0026807591372532,2.375227864532673,2.15134028251532,no
5308,XCL2,CXCR3,9832.0,consensus,0.732,0.802,0.802,frequency,genecalls,autopsy,1.0,8391.0,MWU_ratio,0.0093888710906053,0.0322695945764663,2.528620463749162,2.3604207473597865,no
5308,XCL2,CXCR3,9832.0,consensus,0.732,0.802,0.802,frequency,genecalls,hcmdb,1.0,3259.0,MWU_ratio,0.0007646653234789,0.0082012248679061,2.1881058189360165,1.921416439413946,no
5314,CXCL14,CXCR3,2904.0,consensus,0.408,0.802,0.802,frequency,genecalls,autopsy,1.0,11031.0,MWU_ratio,0.0081624540928327,0.0287842639249283,3.0066322430757584,2.947275989403599,no
5314,CXCL14,CXCR3,2904.0,consensus,0.408,0.802,0.802,frequency,genecalls,hcmdb,1.0,4025.0,MWU_ratio,0.0028499491296173,0.021494916585956,2.826173475424878,2.6089299613948507,no
5340,CCL20,CXCR6,1016.0,consensus,0.684,0.609,0.684,frequency,genecalls,autopsy,1.0,14649.0,MWU_ratio,0.0003562006082786,0.002292314745413,2.8831123353661425,2.7016436650155957,no
5340,CCL20,CXCR6,1016.0,consensus,0.684,0.609,0.684,frequency,genecalls,hcmdb,1.0,3521.0,MWU_ratio,0.0083251694295951,0.0440451271531569,2.627078394026716,2.480592146287264,no
5348,PPBP,CXCR6,7511.0,consensus,0.876,0.609,0.876,frequency,genecalls,autopsy,1.0,10106.0,MWU_ratio,0.0014994731786141,0.0073325421783975,2.6315209632469,2.35742864118069,no
5348,PPBP,CXCR6,7511.0,consensus,0.876,0.609,0.876,frequency,genecalls,hcmdb,1.0,4529.0,MWU_ratio,4.195130559946373e-05,0.0010042818075274,2.5003420427152783,2.104227974661452,no
5357,PF4,CXCR6,7313.0,consensus,0.899,0.609,0.899,frequency,genecalls,autopsy,1.0,11237.0,MWU_ratio,0.000149362667262,0.0011365974899103,2.585241997519076,2.2930172752896056,no
